id_osm,nom,adresse,ville,code_postal,departement,territoire,latitude,longitude,website,telephone,horaires,instagram,facebook,statut,notes_admin
9709147417,Mosquée Mantes Sud,10 Rue des Merisiers,Mantes-la-Ville,78711,78,France metropolitaine,"48,9765414","1,7076464",https://mosqueemantessud.fr,+33 1 30 94 73 98,24/7,,,a verifier,
9900191993,Mosquée de Neuilly sur Marne,18 Rue d'Auvergne,Neuilly-sur-Marne,93330,93,France metropolitaine,"48,8694546","2,5311502",https://www.mosqueedeneuillysurmarne.fr/,,,,,a verifier,
10038129967,Mosquée,438 Rue des Lacs,Le Mée-sur-Seine,77350,77,France metropolitaine,"48,5401881","2,6247967",,,,,,a verifier,
10038129968,Mosquée,28 Rue Jacques Prévert,Le Mée-sur-Seine,77350,77,France metropolitaine,"48,5379564","2,6281992",,,,,,a verifier,
10079343785,Mosquée el Fajr,Bat.B Rue du 8 Mai 1945,Saint-Céré,46400,46,France metropolitaine,"44,8553946","1,8893388",,,,,,a verifier,
10134971717,Mosquée de Castillon-La-Bataille,62 Rue Planterose,Castillon-la-Bataille,33350,33,France metropolitaine,"44,8542416","-0,0440731",,,,,,a verifier,
10199034130,Mosquée Al Maarouf,26 Avenue de la Gare du Midi,Pézenas,34120,34,France metropolitaine,"43,4539768","3,4222635",,,,,,a verifier,
10296813419,Union des affaires culturelles Turco-Islamiques de Strasbourg,3 Rue Thomas Mann,Strasbourg,67200,67,France metropolitaine,"48,5892486","7,711723",,,,,,a verifier,
10296813420,DİTİB Strasbourg,3 Rue Thomas Mann,Strasbourg,67200,67,France metropolitaine,"48,5892143","7,7112635",,,,,,a verifier,
10305896455,Mosquée El Qalam,"Rue Gérin Entrée derrière 4 rue Marx Dormoy, Rue Gérin, 38000 Grenoble",Grenoble,38000,38,France metropolitaine,"45,1873418","5,712029",,,,,,a verifier,
10690572374,Mosquée,5 Rue des Écluses,Pouzauges,85700,85,France metropolitaine,"46,7822919","-0,8402958",,,,,,a verifier,
10727228862,Mosquée Thann Süleyman Gazi Camii,5 Rue de la Thur,Thann,68800,68,France metropolitaine,"47,8184136","7,084857",,,,,,a verifier,
10753025809,Mosquée,62 Boulevard Aristide Briand,Miramas,13140,13,France metropolitaine,"43,5765942","5,0000199",,,,,,a verifier,
10814575653,Mosquée,65 Rue du Général Metman,Metz,57070,57,France metropolitaine,"49,1201121","6,2134876",,,,,,a verifier,
10819161013,Mosquée,352 Avenue de Fourchesvieilles,Orange,84100,84,France metropolitaine,"44,1485815","4,8045462",,,,,,a verifier,
10846743202,Mosquée Alfath,20 Bis Boulevard Léon Blum,Soyaux,16800,16,France metropolitaine,"45,6481992","0,1855053",,,,,,a verifier,
10876215139,Association des musulmans d'Oloron,2 Avenue de Lasseube,Oloron-Sainte-Marie,64400,64,France metropolitaine,"43,1952218","-0,6042151",,,,,,a verifier,
11119851739,Mosquée de Bourganeuf,00 Avenue de la Voie Dieu,Bourganeuf,23400,23,France metropolitaine,"45,9587331","1,7456266",,,,,,a verifier,
11129717274,Grande Mosquée de Villeneuve-La-Garenne,8-10 Rue Arthur Guillemain,Villeneuve-la-Garenne,92390,92,France metropolitaine,"48,9303639","2,3326892",http://www.mosquee-villeneuve92.com/,+33 1 47 98 66 54,,,,a verifier,
11160818005,Ibaadate Khana Bilal,18 Rue Jules Auber,Saint-Denis,97400,974,La Reunion,"-20,874203","55,4514674",,,,,ikbilal974,a verifier,
11171046689,As Sakina,86 Grande Rue de Saint Clair,Caluire-et-Cuire,69300,69,France metropolitaine,"45,7888024","4,8541013",,,,,,a verifier,
11288832247,Mosquée des bonnes œuvres,259 Route de la Côte d'Amour,Saint-Nazaire,44600,44,France metropolitaine,"47,2570637","-2,2584046",,,,,,a verifier,
11360894864,Mosquée d'Agde,8 Rue Jean Bedos,Agde,34300,34,France metropolitaine,"43,3162106","3,4677992",https://mosquee-agde.fr,+33 6 46 57 96 15,,,,a verifier,
11360951456,Mosquée Essalam,31 Rue de la Font,Frontignan,34110,34,France metropolitaine,"43,4466863","3,7566228",,,,,,a verifier,
11425379692,Grande Mosquée de Stains,7-13 Avenue de Stalingrad,Stains,93240,93,France metropolitaine,"48,9491493","2,3852394",https://www.grandemosqueestains.com/,+33170930102,,,,a verifier,
11465398758,Salle de prière,7-13 Avenue de Stalingrad,Stains,93240,93,France metropolitaine,"48,948045","2,3762372",,,,,,a verifier,
11465731214,Mosquée du Neuhof,51 Rue de Bergerac,Strasbourg,67100,67,France metropolitaine,"48,5521929","7,7619677",,,,,,a verifier,
11575879158,Mosquée de Lorient,12 Rue Colbert,Lorient,56100,56,France metropolitaine,"47,7519303","-3,3588736",,,,,,a verifier,
11681840168,Mosquee Islâh,1301 Chemin de la Madrague-Ville,Marseille,13002,13,France metropolitaine,"43,3261689","5,3621167",http://www.mosquee-islah.org/,,,,,a verifier,
11712376101,Mosquée Hal Houda,7 Avenue Sommer,Antony,92160,92,France metropolitaine,"48,7313161","2,3035247",https://mosqueeantony.fr/,,,,,a verifier,
11724688365,Ibn-abd-al-barr,8 Rue de l'Europe,Tourcoing,59200,59,France metropolitaine,"50,73682","3,1474643",,,,,,a verifier,
11767279581,El feth,50 Rue Très Cloîtres,Grenoble,38000,38,France metropolitaine,"45,192046","5,7343245",,,,,,a verifier,
11840505519,Mosquée,,Dembeni,97660,976,France metropolitaine,"-12,8366701","45,1720132",,,,,,a verifier,
11840505520,Mosquée du Vendredi,,Dembeni,97660,976,France metropolitaine,"-12,8372335","45,1747271",,,,,,a verifier,
11941464930,Mosquée de Sophia Antipolis,Rue Henri Barbara,Valbonne,6560,6,France metropolitaine,"43,6218863","7,0454751",,,,,,a verifier,
11942279586,Mosquée Ennour,38 Rue Cité de l'Abbé Pierre,Saint-Priest,69800,69,France metropolitaine,"45,6937096","4,9322386",,,,,,a verifier,
12092007620,Mosquée Omar Ibn Alkhattab,1 Bis Place Roger Salengro,Creil,60100,60,France metropolitaine,"49,2552785","2,4724898",,+33 9 52 15 93 92,,,,a verifier,Temporairement déplacée ici cause dégats des eaux
12115074916,Ty Salam,10 Route de Carhaix,Saint-Martin-des-Champs,29600,29,France metropolitaine,"48,5700713","-3,8376155",,,,,,a verifier,
12125520494,Association de la communauté musulmane de Montreuil,37 bis rue Gaston Lauriau,Montreuil,93100,93,France metropolitaine,"48,8595464","2,4461812",,+33666270208,,,,a verifier,
12149686070,Union Culturelle Turque de Thonon,13 Rue du Commerce,Thonon-les-Bains,74200,74,France metropolitaine,"46,3710179","6,4863449",,+33 4 50 26 54 60,,,,a verifier,
12291728309,Mosquée At-Taqwa,9 Allée des Frênes,Grenoble,38100,38,France metropolitaine,"45,1612186","5,7356294",,,,,,a verifier,
12294603573,Mosquée Ramadan,6 Rue Galilée,Échirolles,38130,38,France metropolitaine,"45,1381337","5,714719",,,,,,a verifier,
12294653549,Masjid Abou Bakr,45 Rue Anatole France,Grenoble,38100,38,France metropolitaine,"45,1720407","5,7037615",,,,,,a verifier,
12294663569,Mosquée As-Sounnah Village Olympique,4 Place Lionel Terray,Grenoble,38100,38,France metropolitaine,"45,1634331","5,7254185",,,,,,a verifier,
12294685752,Masjid At Tawhid,1 bis Avenue Victor Hugo,Le Pont-de-Claix,38800,38,France metropolitaine,"45,1323487","5,6957346",,,,,,a verifier,
12294685754,Mosquée Capuche,46 Rue du Général Ferrié,Grenoble,38100,38,France metropolitaine,"45,1769373","5,7241846",,,,,,a verifier,
12294692274,Grande Mosquée d'Échirolles,6 Rue du 19 Mars 1962,Échirolles,38130,38,France metropolitaine,"45,1572523","5,7041941",,,,,,a verifier,
12294735094,Mosquée Salam,8 Allée du Gatinais,Échirolles,38130,38,France metropolitaine,"45,1580051","5,7210655",,,,,,a verifier,
12420469879,Mosquée MARIAM,4 Traverse Escudelier,Marseille,13015,13,France metropolitaine,"43,3352474","5,3605864",,,,,,a verifier,
12605197972,Mosquée El-Forqane,3 Rue Arsène Chéreau,Montreuil,93100,93,France metropolitaine,"48,8566443","2,422713",,,,,,a verifier,
12658223401,Mosquée,48 Chemin de la Prairie,Annecy,74000,74,France metropolitaine,"45,8898602","6,1201772",,,,,,a verifier,
12676142090,Mosquée de la Miséricorde,7 Rue Jean Moulin,Ris-Orangis,91130,91,France metropolitaine,"48,6497232","2,4113343",,,,,,a verifier,
12696220585,Mosquée,4 Rue Pierre de Ronsard,Mantes-la-Jolie,78200,78,France metropolitaine,"48,9997508","1,6832186",,,,,,a verifier,
12715374244,mosquée du bosquet,129 Rue de la Granière,Marseille,13011,13,France metropolitaine,"43,2842766","5,4571822",,,,,,a verifier,
12730329459,Mosquée AL IMANE,51 Rue Virgile,Strasbourg,67200,67,France metropolitaine,"48,5811109","7,6992863",,,,,,a verifier,
12751611019,Mosquée de la Ciotat,6 Avenue de l'Abeille,La Ciotat,13600,13,France metropolitaine,"43,1975792","5,6177985",,,,,,a verifier,
12751739298,Mosquée des Grands Carmes,23 Place des Grands Carmes,Marseille,13002,13,France metropolitaine,"43,3002099","5,3724333",,,,,,a verifier,
12757104601,Mosque - Sociocultural Institute of Muslims,1 Avenue de la Porte des Poissonniers,Paris,75018,75,France metropolitaine,"48,8993834","2,3521114",,+33 6 52 74 39 49,24/7,,,a verifier,
12758067486,Mosquée de la Paix,34 Rue de la Basse Seille,Metz,57000,57,France metropolitaine,"49,1202094","6,1832585",,,,,,a verifier,
12770121533,Salle de prière de Talence,6 Rue Henry de Montherlant,Talence,33400,33,France metropolitaine,"44,7908394","-0,584964",,,,,,a verifier,
12786452801,Mosque selimiye,3 Rue d'Altkirch,Strasbourg,67100,67,France metropolitaine,"48,5598925","7,7655733",,,,,,a verifier,
12830373766,Grande Mosquée de Châteauroux,14 Rue Michelet,Châteauroux,36000,36,France metropolitaine,"46,8008122","1,7039846",,,,,,a verifier,
12881292899,Mosquée Al Ansar,5 Ruelle de la Grande Cour,Aubervilliers,93300,93,France metropolitaine,"48,9137874","2,3884206",https://facebook.com/mosqueeaubervilliersama,+33 7 67 20 97 49,,,,a verifier,
